Code,Family,Species,Sex,Location,Total_body_length,Prosoma_length,Prosoma_width,Prosoma_height,Tibia_I_length,Fang_length
PO1S1D1,Linyphidae,Ceratinella_scabrosa,male,Iberian Pen.,_,0.860,0.790,0.360,_,0.120
PP4PC,Linyphidae,Ceratinella_scabrosa,male,Iberian Pen.,2.240,0.840,0.810,0.400,_,0.150
PP4PD,Linyphidae,Ceratinella_scabrosa,male,Iberian Pen.,2.230,0.860,0.790,0.370,0.510,0.170
S02,Linyphiidae,Ceratinopsis_acripes,male,Madeira,1.741,0.741,0.593,0.148,0.519,0.136
S02,Linyphiidae,Ceratinopsis_acripes,male,Madeira,1.704,0.741,_,_,_,_
36S,Linyphiidae,Ceratinopsis_acripes,female,Madeira,2.370,_,_,_,_,_
S01,Linyphiidae,Ceratinopsis_acripes,female,Madeira,1.889,_,_,_,_,_
S02,Linyphiidae,Ceratinopsis_acripes,female,Madeira,1.926,0.778,_,_,_,_
S02,Linyphiidae,Ceratinopsis_acripes,female,Madeira,2.074,0.741,0.593,0.148,0.519,0.152
S03,Linyphiidae,Ceratinopsis_acripes,female,Madeira,2.222,0.926,_,_,_,_
S02,Linyphiidae,Ceratinopsis_infuscata,male,Madeira,1.407,_,_,_,_,_
S02,Linyphiidae,Ceratinopsis_infuscata,male,Madeira,1.519,0.630,0.519,0.148,0.407,0.152
S03,Linyphiidae,Ceratinopsis_infuscata,male,Madeira,1.556,_,_,_,_,_
S03,Linyphiidae,Ceratinopsis_infuscata,male,Madeira,1.519,_,_,_,_,_
S02,Linyphiidae,Ceratinopsis_infuscata,female,Madeira,1.778,0.667,0.556,0.185,0.444,0.167
S02,Linyphiidae,Ceratinopsis_infuscata,female,Madeira,1.778,_,_,_,_,_
S03,Linyphiidae,Ceratinopsis_n._sp1_58,male,Madeira,1.481,0.630,0.519,0.185,0.444,0.182
S02,Linyphiidae,Ceratinopsis_n._sp2_233,male,Madeira,1.630,0.667,0.519,0.148,0.519,0.136
S03,Linyphiidae,Ceratinopsis_n._sp2_233,female,Madeira,1.444,0.593,0.481,0.111,0.481,0.106
S04,Linyphiidae,Ceratinopsis_n._sp3_111,female,Madeira,1.815,0.704,0.556,0.148,0.481,0.197
S02,Linyphiidae,Ceratinopsis_n._sp4_141,male,Madeira,1.556,0.667,0.519,0.148,0.407,0.136
S02,Linyphiidae,Ceratinopsis_n._sp4_141,male,Madeira,1.407,_,_,_,_,_
S02,Linyphiidae,Ceratinopsis_n._sp4_141,male,Madeira,1.667,_,_,_,_,_
S01,Linyphiidae,Ceratinopsis_n._sp5_179,female,Madeira,1.593,0.741,0.481,0.185,0.519,0.152
PP4PC,Araneidae,Cercidia_prominens,male,Iberian Pen.,4.000,1.818,1.591,0.545,1.136,0.273
PP4PH,Araneidae,Cercidia_prominens,male,Iberian Pen.,4.136,1.773,1.500,0.545,1.136,0.258
PP4PE,Araneidae,Cercidia_prominens,female,Iberian Pen.,4.727,1.591,1.545,0.500,1.182,0.364
PP2S1D1,Araneidae,Cercidia_prominens,female,Iberian Pen.,4.500,1.773,1.409,0.455,1.136,0.273
PO1S1N1,Araneidae,Cercidia_prominens,female,Iberian Pen.,4.409,1.773,1.455,0.545,1.091,0.318
PP2PC,Araneidae,Cercidia_prominens,female,Iberian Pen.,5.455,2.000,1.636,0.682,1.227,0.424
PO1S2D1,Araneidae,Cercidia_prominens,female,Iberian Pen.,4.864,1.727,1.545,0.545,1.136,0.364
PM1PF,Salticidae,Chalcoscirtus_alpicola,female,Iberian Pen.,3.730,1.590,1.300,0.780,0.520,0.280
PM1PK,Salticidae,Chalcoscirtus_alpicola,female,Iberian Pen.,3.750,1.830,1.260,_,_,_
PC2PL,Salticidae,Chalcoscirtus_infimus,male,Iberian Pen.,2.470,1.190,0.870,_,_,_
PC3PC,Salticidae,Chalcoscirtus_infimus,male,Iberian Pen.,2.230,1.090,0.780,_,_,_
PC3PF,Salticidae,Chalcoscirtus_infimus,male,Iberian Pen.,2.270,1.190,0.840,_,_,_
PS2PL,Salticidae,Chalcoscirtus_infimus,male,Iberian Pen.,3.950,1.910,1.280,0.480,0.430,0.240
PS2PL,Salticidae,Chalcoscirtus_infimus,male,Iberian Pen.,2.310,1.200,0.790,0.500,_,0.290
PC2S1D1,Salticidae,Chalcoscirtus_infimus,female,Iberian Pen.,2.550,1.240,0.780,_,_,_
PC3PC,Salticidae,Chalcoscirtus_infimus,female,Iberian Pen.,2.640,1.250,0.840,_,_,_
PC3PG,Salticidae,Chalcoscirtus_infimus,female,Iberian Pen.,2.870,1.380,0.860,0.650,0.400,0.270
PS1PF,Salticidae,Chalcoscirtus_infimus,female,Iberian Pen.,2.630,1.210,0.830,_,_,_
S01,Eutichuridae,Cheiracanthium_albidulum,male,Madeira,8.273,_,_,_,_,_
S01,Eutichuridae,Cheiracanthium_albidulum,male,Madeira,7.091,3.545,2.818,0.727,5.364,1.136
S04,Eutichuridae,Cheiracanthium_albidulum,male,Madeira,10.364,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,male,Madeira,6.364,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,male,Madeira,6.000,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,female,Madeira,7.909,3.727,2.727,0.909,3.727,1.136
S04,Eutichuridae,Cheiracanthium_albidulum,female,Madeira,8.818,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,female,Madeira,8.273,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,female,Madeira,6.091,_,_,_,_,_
S04,Eutichuridae,Cheiracanthium_albidulum,female,Madeira,7.545,_,_,_,_,_
3819,Eutichuridae,Cheiracanthium_canariense,male,Canary Is.,7.294,2.824,2.176,0.818,3.000,0.409
4071,Eutichuridae,Cheiracanthium_canariense,male,Canary Is.,5.588,2.824,2.176,0.727,4.059,0.606
4442,Eutichuridae,Cheiracanthium_canariense,male,Canary Is.,7.000,3.176,2.353,0.818,4.294,0.636
2899,Eutichuridae,Cheiracanthium_canariense,male,Canary Is.,7.941,3.471,2.647,0.955,4.941,0.848
3819,Eutichuridae,Cheiracanthium_canariense,male,Canary Is.,7.765,3.588,2.588,0.818,3.000,0.818
1059,Eutichuridae,Cheiracanthium_canariense,female,Canary Is.,7.529,3.118,2.471,0.864,3.647,0.455
2775,Eutichuridae,Cheiracanthium_canariense,female,Canary Is.,11.294,3.765,2.941,1.000,_,1.118
2777,Eutichuridae,Cheiracanthium_canariense,female,Canary Is.,8.588,3.882,3.059,1.091,3.471,1.882
3292,Eutichuridae,Cheiracanthium_canariense,female,Canary Is.,9.647,3.118,2.588,0.909,3.529,0.455
PP2B2D1,Eutichuridae,Cheiracanthium_elegans,male,Iberian Pen.,5.760,2.880,1.970,1.520,4.650,1.250
PO1B2D1,Eutichuridae,Cheiracanthium_elegans,female,Iberian Pen.,7.600,3.750,2.910,2.100,3.650,1.070
927,Eutichuridae,Cheiracanthium_erraticum,male,Azores,7.571,3.714,3.000,1.786,4.000,1.556
927,Eutichuridae,Cheiracanthium_erraticum,male,Azores,8.286,3.929,2.929,1.429,5.786,2.556
927,Eutichuridae,Cheiracanthium_erraticum,female,Azores,7.857,3.857,2.857,1.357,3.857,1.185
927,Eutichuridae,Cheiracanthium_erraticum,female,Azores,9.286,3.500,2.714,1.500,3.786,1.296
PS1PI,Eutichuridae,Cheiracanthium_striolatum,male,Iberian Pen.,5.070,3.720,2.840,2.440,_,1.180
PA2PA,Eutichuridae,Cheiracanthium_striolatum,female,Iberian Pen.,7.070,3.550,2.850,2.450,3.280,1.180
PP3B1N2,Eutichuridae,Cheiracanthium_virescens,female,Iberian Pen.,8.700,3.400,2.520,2.120,_,1.080
PC2PI,Gnaphosidae,Civizelotes_civicus,male,Iberian Pen.,4.200,_,_,_,_,_
PS2PE,Gnaphosidae,Civizelotes_civicus,male,Iberian Pen.,4.200,1.750,1.380,0.830,1.100,0.370
PS2PH,Gnaphosidae,Civizelotes_civicus,male,Iberian Pen.,4.350,_,_,_,_,_
PC4PH,Gnaphosidae,Civizelotes_civicus,male,Iberian Pen.,4.500,_,_,_,_,_
PC4PK,Gnaphosidae,Civizelotes_civicus,male,Iberian Pen.,3.900,_,_,_,_,_
PC2PI,Gnaphosidae,Civizelotes_civicus,female,Iberian Pen.,3.250,_,_,_,_,_
PC3PB,Gnaphosidae,Civizelotes_civicus,female,Iberian Pen.,3.750,_,_,_,_,_
PC3PF,Gnaphosidae,Civizelotes_civicus,female,Iberian Pen.,3.800,1.690,1.220,0.780,0.870,0.320
PC4PD,Gnaphosidae,Civizelotes_civicus,female,Iberian Pen.,4.000,_,_,_,_,_
PS2PE,Gnaphosidae,Civizelotes_civicus,female,Iberian Pen.,4.300,_,_,_,_,_
PC3PD,Gnaphosidae,Civizelotes_dentatidens,male,Iberian Pen.,3.630,1.720,1.300,0.880,0.980,0.270
PC3PL,Gnaphosidae,Civizelotes_medianoides,male,Iberian Pen.,4.000,_,_,_,_,_
PC3PE,Gnaphosidae,Civizelotes_medianoides,male,Iberian Pen.,3.750,_,_,_,_,_
PC1PJ,Gnaphosidae,Civizelotes_medianoides,male,Iberian Pen.,4.150,_,_,_,_,_
PC1PH,Gnaphosidae,Civizelotes_medianoides,male,Iberian Pen.,"3,78*",1.840,1.200,0.880,0.950,0.300
PM2PC,Gnaphosidae,Civizelotes_medianus,male,Iberian Pen.,3.750,_,_,_,_,_
PS1PJ,Gnaphosidae,Civizelotes_medianus,male,Iberian Pen.,3.450,_,_,_,_,_
PS2PA,Gnaphosidae,Civizelotes_medianus,male,Iberian Pen.,4.150,1.720,1.280,0.880,0.980,0.220
PM1PA,Gnaphosidae,Civizelotes_medianus,male,Iberian Pen.,4.400,_,_,_,_,_
PS2PL,Gnaphosidae,Civizelotes_medianus,male,Iberian Pen.,4.300,_,_,_,_,_
PM2PJ,Gnaphosidae,Civizelotes_medianus,female,Iberian Pen.,4.850,_,_,_,_,_
PM2PC,Gnaphosidae,Civizelotes_medianus,female,Iberian Pen.,3.500,_,_,_,_,_
PS1PJ,Gnaphosidae,Civizelotes_medianus,female,Iberian Pen.,3.850,1.880,1.320,0.900,0.880,0.270
PS2PJ,Gnaphosidae,Civizelotes_medianus,female,Iberian Pen.,3.850,_,_,_,_,_
PS2PK,Gnaphosidae,Civizelotes_medianus,female,Iberian Pen.,3.500,_,_,_,_,_
822,Pisauridae,Cladycnis_insignis,male,Canary Is.,5.765,2.176,2.235,0.636,4.118,0.735
552,Pisauridae,Cladycnis_insignis,male,Canary Is.,6.000,2.545,2.000,0.714,2.929,0.588
1058,Pisauridae,Cladycnis_insignis,male,Canary Is.,9.545,3.545,3.091,0.929,5.071,0.765
2383,Pisauridae,Cladycnis_insignis,male,Canary Is.,8.182,3.091,2.727,0.714,3.857,0.647
3260,Pisauridae,Cladycnis_insignis,male,Canary Is.,9.545,3.455,2.909,1.000,4.643,0.794
133,Pisauridae,Cladycnis_insignis,female,Canary Is.,6.529,2.294,2.176,0.636,3.412,0.853
133,Pisauridae,Cladycnis_insignis,female,Canary Is.,4.647,1.647,1.529,0.455,2.176,0.559
133,Pisauridae,Cladycnis_insignis,female,Canary Is.,4.059,1.471,1.235,0.409,1.588,0.500
822,Pisauridae,Cladycnis_insignis,female,Canary Is.,7.353,2.765,2.118,0.636,4.059,0.912
1362,Pisauridae,Cladycnis_insignis,female,Canary Is.,10.727,4.000,3.727,0.857,4.357,0.706
3376,Pisauridae,Cladycnis_insignis,female,Canary Is.,8.364,3.364,3.000,0.786,3.500,0.676
PA1B2D1,Clubionidae,Clubiona_brevipes,male,Iberian Pen.,4.750,2.280,1.640,1.050,1.630,0.500
PA2B1N1,Clubionidae,Clubiona_brevipes,male,Iberian Pen.,4.440,_,_,_,_,_
PP2B1D1,Clubionidae,Clubiona_brevipes,male,Iberian Pen.,_,_,_,_,_,_
PO1S2D1,Clubionidae,Clubiona_brevipes,male,Iberian Pen.,4.880,_,_,_,_,_
PO2S1D1,Clubionidae,Clubiona_brevipes,male,Iberian Pen.,3.810,_,_,_,_,_
PA2S2D1,Clubionidae,Clubiona_brevipes,female,Iberian Pen.,4.250,_,_,_,_,_
PA1B1N1,Clubionidae,Clubiona_brevipes,female,Iberian Pen.,5.750,_,_,_,_,_
PP2B1N1,Clubionidae,Clubiona_brevipes,female,Iberian Pen.,5.500,_,_,_,_,_
PO1S1N2,Clubionidae,Clubiona_brevipes,female,Iberian Pen.,4.810,2.500,1.410,1.130,1.080,0.530
PO2B1N2,Clubionidae,Clubiona_brevipes,female,Iberian Pen.,4.500,_,_,_,_,_
PA2B1N2,Clubionidae,Clubiona_comta,male,Iberian Pen.,4.050,_,_,_,_,_
PO1PK,Clubionidae,Clubiona_comta,male,Iberian Pen.,3.880,1.880,1.300,0.940,1.050,0.420
PP2S1N2,Clubionidae,Clubiona_comta,male,Iberian Pen.,2.950,_,_,_,_,_
PO1S1N1,Clubionidae,Clubiona_comta,male,Iberian Pen.,4.030,_,_,_,_,_
PP4A2N2,Clubionidae,Clubiona_comta,male,Iberian Pen.,_,_,_,_,_,_
PA2B1N2,Clubionidae,Clubiona_comta,female,Iberian Pen.,3.440,_,_,_,_,_
PO1PA,Clubionidae,Clubiona_comta,female,Iberian Pen.,4.590,_,_,_,_,_
PP1B1D1,Clubionidae,Clubiona_comta,female,Iberian Pen.,5.130,_,_,_,_,_
PO1S1N1,Clubionidae,Clubiona_comta,female,Iberian Pen.,5.280,2.120,1.480,1.000,0.800,0.370
PP4A2N2,Clubionidae,Clubiona_comta,female,Iberian Pen.,3.750,_,_,_,_,_
PP3A1N1,Clubionidae,Clubiona_corticalis,female,Iberian Pen.,9.000,3.640,2.440,1.600,1.880,0.800
S02,Clubionidae,Porrhoclubiona_decora,male,Madeira,3.500,1.591,1.091,0.364,0.818,0.318
S03,Clubionidae,Porrhoclubiona_decora,female,Madeira,4.682,_,_,_,_,_
S03,Clubionidae,Porrhoclubiona_decora,female,Madeira,4.682,_,_,_,_,_
S03,Clubionidae,Porrhoclubiona_decora,female,Madeira,4.409,1.773,1.318,0.409,0.818,0.364
S04,Clubionidae,Porrhoclubiona_decora,female,Madeira,5.500,_,_,_,_,_
S04,Clubionidae,Porrhoclubiona_decora,female,Madeira,3.773,_,_,_,_,_
PC1A2N1,Clubionidae,Porrhoclubiona_diniensis,male,Iberian Pen.,"2,9*",1.220,0.950,0.530,_,0.220
PC1A2N1,Clubionidae,Porrhoclubiona_diniensis,female,Iberian Pen.,4.350,_,_,_,_,_
PC2B1N1,Clubionidae,Porrhoclubiona_diniensis,female,Iberian Pen.,4.250,1.530,1.080,0.780,_,0.200
PC2B1N2,Clubionidae,Porrhoclubiona_diniensis,female,Iberian Pen.,3.280,_,_,_,_,_
PM1S1N2,Clubionidae,Porrhoclubiona_diniensis,female,Iberian Pen.,4.250,_,_,_,_,_
PC3A2N2,Clubionidae,Porrhoclubiona_diniensis,female,Iberian Pen.,3.500,_,_,_,_,_
PS1S1N1,Clubionidae,Porrhoclubiona_genevensis,female,Iberian Pen.,4.000,1.960,1.360,1.000,0.600,0.350
PC3A1N1,Clubionidae,Porrhoclubiona_leucaspis,female,Iberian Pen.,4.350,1.800,1.360,0.820,0.550,0.350
PM1B2D1,Clubionidae,Porrhoclubiona_leucaspis,female,Iberian Pen.,5.000,_,_,_,_,_
PP4S1N1,Clubionidae,Clubiona_neglecta,male,Iberian Pen.,5.000,2.400,1.530,1.030,1.800,0.970
804,Clubionidae,Porrhoclubiona_pseudominor,female,Canary Is.,3.941,1.471,1.059,0.471,0.704,0.273
,Clubionidae,Porrhoclubiona_pseudominor,female,Canary Is.,4.471,1.765,1.235,0.529,0.778,0.341
PP2S1N1,Clubionidae,Clubiona_terrestris,male,Iberian Pen.,5.310,_,_,_,_,_
PP1PJ,Clubionidae,Clubiona_terrestris,male,Iberian Pen.,5.440,2.690,1.810,1.280,2.000,0.570
PP4B1N1,Clubionidae,Clubiona_terrestris,male,Iberian Pen.,4.910,_,_,_,_,_
PP1PF,Clubionidae,Clubiona_terrestris,male,Iberian Pen.,5.240,_,_,_,_,_
PP4B1N1,Clubionidae,Clubiona_terrestris,female,Iberian Pen.,7.900,_,_,_,_,_
PO1S1N2,Clubionidae,Clubiona_terrestris,female,Iberian Pen.,7.760,_,_,_,_,_
PP4A1N1,Clubionidae,Clubiona_terrestris,female,Iberian Pen.,7.080,_,_,_,_,_
PP2A2N1,Clubionidae,Clubiona_terrestris,female,Iberian Pen.,7.240,2.960,2.030,1.320,1.600,0.670
PP1PD,Clubionidae,Clubiona_terrestris,female,Iberian Pen.,6.720,_,_,_,_,_
PO1PA,Thomisidae,Cozyptila_blackwalli,male,Iberian Pen.,2.830,1.600,1.500,_,_,_
PP2PI,Thomisidae,Cozyptila_blackwalli,male,Iberian Pen.,2.780,1.420,1.340,0.590,0.720,0.200
PP4PH,Thomisidae,Cozyptila_blackwalli,male,Iberian Pen.,3.500,1.630,1.610,_,_,_
PP4PI,Thomisidae,Cozyptila_blackwalli,male,Iberian Pen.,3.230,1.570,1.500,_,_,_
PP4PL,Thomisidae,Cozyptila_blackwalli,male,Iberian Pen.,3.360,1.580,1.500,_,_,_
PO1PA,Thomisidae,Cozyptila_blackwalli,female,Iberian Pen.,3.360,1.390,1.320,_,_,_
PP2PA,Thomisidae,Cozyptila_blackwalli,female,Iberian Pen.,3.120,1.320,1.400,0.610,0.700,0.180
PP2PJ,Thomisidae,Cozyptila_blackwalli,female,Iberian Pen.,3.540,1.510,1.480,_,_,_
PP2S1N1,Theridiidae,Crustulina_guttata,male,Iberian Pen.,1.980,1.050,0.880,_,_,_
PP2S1N2,Theridiidae,Crustulina_guttata,male,Iberian Pen.,2.080,1.100,0.890,0.370,0.720,0.520
PP2B1N1,Theridiidae,Crustulina_guttata,female,Iberian Pen.,2.230,1.050,0.870,0.420,0.580,0.160
3087,Theridiidae,Cryptachaea_blattea,male,Canary Is.,2.407,1.074,0.889,0.296,_,0.136
3088,Theridiidae,Cryptachaea_blattea,male,Canary Is.,2.037,0.963,0.815,0.259,_,0.106
2645,Theridiidae,Cryptachaea_blattea,female,Canary Is.,3.556,1.037,0.926,0.259,_,0.167
2650,Theridiidae,Cryptachaea_blattea,female,Canary Is.,3.185,1.037,0.926,0.333,_,0.152
2929,Theridiidae,Cryptachaea_blattea,female,Canary Is.,2.593,0.963,0.926,0.296,1.370,0.136
2929,Theridiidae,Cryptachaea_blattea,female,Canary Is.,3.407,1.000,1.074,0.259,1.481,0.121
3086,Theridiidae,Cryptachaea_blattea,female,Canary Is.,2.370,0.926,0.889,0.259,1.259,0.136
4513,Theridiidae,Cryptachaea_blattea,female,Canary Is.,2.778,0.963,0.926,0.333,_,0.106
PS1B1D1,Araneidae,Cyclosa_algerica,male,Iberian Pen.,3.636,1.818,1.545,0.455,1.455,0.212
PC2S1N2,Araneidae,Cyclosa_algerica,female,Iberian Pen.,5.545,1.909,1.455,0.455,1.727,0.379
PC3B1N1,Araneidae,Cyclosa_algerica,female,Iberian Pen.,5.000,1.773,1.455,0.500,1.591,0.288
PS1A1N1,Araneidae,Cyclosa_algerica,female,Iberian Pen.,4.000,1.455,1.273,0.455,1.364,0.288
PS1A2N2,Araneidae,Cyclosa_algerica,female,Iberian Pen.,5.455,1.864,1.591,0.545,1.682,0.348
PC3S2D1,Araneidae,Cyclosa_algerica,female,Iberian Pen.,6.824,2.000,1.636,0.545,1.864,0.379
PA2A2N1,Araneidae,Cyclosa_conica,male,Iberian Pen.,3.852,2.000,1.593,0.481,1.741,0.227
PA1B1N1,Araneidae,Cyclosa_conica,male,Iberian Pen.,3.519,1.815,1.556,0.519,1.667,0.182
PP1B1N2,Araneidae,Cyclosa_conica,male,Iberian Pen.,3.926,1.815,1.519,0.481,1.556,0.182
PP2S1N2,Araneidae,Cyclosa_conica,male,Iberian Pen.,3.370,1.852,1.444,0.481,1.556,0.197
PP3B1D1,Araneidae,Cyclosa_conica,male,Iberian Pen.,3.593,1.852,1.481,0.481,1.630,0.197
PP4A2N1,Araneidae,Cyclosa_conica,female,Iberian Pen.,5.955,1.815,1.519,0.481,1.667,0.333
PO1S1N2,Araneidae,Cyclosa_conica,female,Iberian Pen.,4.815,1.741,1.370,0.519,1.667,0.303
PA2S1D1,Araneidae,Cyclosa_conica,female,Iberian Pen.,4.481,1.815,1.519,0.519,1.704,0.258
PA1A1N2,Araneidae,Cyclosa_conica,female,Iberian Pen.,4.074,1.630,1.407,0.444,1.407,0.227
PP1B2D1,Araneidae,Cyclosa_conica,female,Iberian Pen.,3.111,1.667,1.296,0.407,1.444,0.212
11977,Araneidae,Cyclosa_maderiana,male,Canary Is.,2.180,1.140,0.910,0.230,0.820,0.140
11992,Araneidae,Cyclosa_maderiana,male,Canary Is.,2.320,_,_,_,_,_
12127,Araneidae,Cyclosa_maderiana,male,Canary Is.,2.500,_,_,_,_,_
11939,Araneidae,Cyclosa_maderiana,male,Canary Is.,1.770,_,_,_,_,_
S04,Araneidae,Cyclosa_maderiana,female,Madeira,4.409,1.364,1.227,0.455,1.318,0.227
11977,Araneidae,Cyclosa_maderiana,female,Canary Is.,3.180,_,_,_,_,_
12127,Araneidae,Cyclosa_maderiana,female,Canary Is.,2.680,_,_,_,_,_
12651,Araneidae,Cyclosa_maderiana,female,Canary Is.,1.820,_,_,_,_,_
12651,Araneidae,Cyclosa_maderiana,female,Canary Is.,2.320,_,_,_,_,_
PA2B1D1,Thomisidae,Diaea_dorsata,male,Iberian Pen.,3.140,1.580,1.520,_,_,_
PA2S1N1,Thomisidae,Diaea_dorsata,male,Iberian Pen.,2.870,1.350,1.290,_,_,_
PO1B1N2,Thomisidae,Diaea_dorsata,male,Iberian Pen.,3.420,1.580,1.500,_,_,_
PO1S1N2,Thomisidae,Diaea_dorsata,male,Iberian Pen.,3.290,1.540,1.590,0.470,2.560,0.210
PP3B1D1,Thomisidae,Diaea_dorsata,male,Iberian Pen.,3.970,1.900,1.830,_,_,_
PA2B1D1,Thomisidae,Diaea_dorsata,female,Iberian Pen.,4.270,1.760,1.810,_,_,_
PA2B1N2,Thomisidae,Diaea_dorsata,female,Iberian Pen.,5.030,1.990,1.970,_,_,_
PO1A1N1,Thomisidae,Diaea_dorsata,female,Iberian Pen.,5.330,2.000,1.940,0.870,2.040,0.260
PO1B1D1,Thomisidae,Diaea_dorsata,female,Iberian Pen.,4.470,1.860,1.890,_,_,_
PP2B1D1,Thomisidae,Diaea_dorsata,female,Iberian Pen.,4.620,2.200,2.120,_,_,_
PA2S1N2,Dictynidae,Dictyna_pusilla,male,Iberian Pen.,2.750,1.000,0.850,0.700,_,0.180
PP1PJ,Linyphidae,Diplocephalus_picinus,male,Iberian Pen.,1.690,0.740,0.600,0.340,0.490,0.140
PP1PJ,Linyphidae,Diplocephalus_picinus,male,Iberian Pen.,1.580,0.740,0.580,_,_,_
PP1PJ,Linyphidae,Diplocephalus_picinus,male,Iberian Pen.,_,0.730,0.590,_,_,_
PP1PJ,Linyphidae,Diplocephalus_picinus,male,Iberian Pen.,_,0.740,0.600,_,_,_
PP1PJ,Linyphidae,Diplocephalus_picinus,female,Iberian Pen.,1.680,0.670,0.540,0.230,_,0.140
S01,Linyphiidae,Diplostyla_concolor,female,Madeira,2.667,0.926,0.778,0.185,_,0.258
PO2A1N1,Theridiidae,Dipoena_erythropus,male,Iberian Pen.,_,0.870,0.680,_,_,_
PO2S1D1,Theridiidae,Dipoena_erythropus,male,Iberian Pen.,1.980,0.910,0.870,0.320,0.960,0.100
PO2S1N2,Theridiidae,Dipoena_erythropus,male,Iberian Pen.,_,0.870,0.750,_,_,_
PO2S1N2,Theridiidae,Dipoena_erythropus,male,Iberian Pen.,1.980,0.890,0.770,_,_,_
PO2B1D1,Theridiidae,Dipoena_erythropus,female,Iberian Pen.,2.100,0.970,0.780,_,_,_
PA1A1N1,Theridiidae,Dipoena_melanogaster,male,Iberian Pen.,_,1.040,0.980,_,_,_
PC2A2N2,Theridiidae,Dipoena_melanogaster,male,Iberian Pen.,2.210,0.990,0.940,0.840,1.200,0.160
PO1B1D1,Theridiidae,Dipoena_melanogaster,male,Iberian Pen.,2.200,1.020,0.980,_,_,_
PP1A1N2,Theridiidae,Dipoena_melanogaster,male,Iberian Pen.,2.230,0.980,0.970,_,_,_
PS1S1N1,Theridiidae,Dipoena_melanogaster,male,Iberian Pen.,2.120,0.990,0.940,_,_,_
PA1A2N2,Theridiidae,Dipoena_melanogaster,female,Iberian Pen.,2.110,0.990,1.020,_,_,_
PC1S1D1,Theridiidae,Dipoena_melanogaster,female,Iberian Pen.,3.090,1.750,1.660,_,_,_
PO2A2N1,Theridiidae,Dipoena_melanogaster,female,Iberian Pen.,2.720,1.000,0.980,0.300,0.720,0.150
PP2S1N2,Theridiidae,Dipoena_melanogaster,female,Iberian Pen.,2.370,1.120,1.000,_,_,_
PS1B2D1,Theridiidae,Dipoena_melanogaster,female,Iberian Pen.,2.720,1.060,1.020,_,_,_
PP1A2N1,Theridiidae,Dipoena_nigroreticulata,male,Iberian Pen.,2.110,1.490,0.910,_,_,_
PP1A2N1,Theridiidae,Dipoena_nigroreticulata,male,Iberian Pen.,_,0.940,0.920,_,_,_
PP1B2D1,Theridiidae,Dipoena_nigroreticulata,male,Iberian Pen.,1.980,0.860,0.860,0.700,0.630,0.070
PP2A1N1,Theridiidae,Dipoena_nigroreticulata,male,Iberian Pen.,1.810,0.940,0.810,_,_,_
PP2A1N1,Theridiidae,Dipoena_nigroreticulata,male,Iberian Pen.,1.990,0.870,0.840,_,_,_
PP2A1N2,Theridiidae,Dipoena_nigroreticulata,female,Iberian Pen.,2.380,0.920,0.780,_,_,_
PP2A1N2,Theridiidae,Dipoena_nigroreticulata,female,Iberian Pen.,_,0.870,0.800,_,_,_
PP2A2N1,Theridiidae,Dipoena_nigroreticulata,female,Iberian Pen.,1.790,0.870,0.730,0.360,0.600,0.090
PP2A2N1,Theridiidae,Dipoena_nigroreticulata,female,Iberian Pen.,2.890,0.990,0.770,_,_,_
PA1B1D1,Theridiidae,Dipoena_torva,male,Iberian Pen.,_,1.150,1.070,_,_,_
PO2A2N2,Theridiidae,Dipoena_torva,male,Iberian Pen.,2.440,1.300,0.990,0.720,0.990,0.130
PA2A1N2,Theridiidae,Dipoena_torva,female,Iberian Pen.,3.110,0.960,0.910,0.400,_,0.100
PS1A2N2,Theridiidae,Dipoena_umbratilis,male,Iberian Pen.,2.050,0.830,0.720,0.470,_,0.070
PS2A1N1,Theridiidae,Dipoena_umbratilis,male,Iberian Pen.,_,0.790,0.730,_,_,_
PA1PL,Gnaphosidae,Drassodes_lapidosus,male,Iberian Pen.,"8,67*",_,_,_,_,_
PC1PC,Gnaphosidae,Drassodes_lapidosus,male,Iberian Pen.,8.000,_,_,_,_,_
PO2PA,Gnaphosidae,Drassodes_lapidosus,male,Iberian Pen.,8.670,4.250,2.090,3.080,3.800,1.720
PS1PD,Gnaphosidae,Drassodes_lapidosus,male,Iberian Pen.,10.670,_,_,_,_,_
PS1PH,Gnaphosidae,Drassodes_lapidosus,male,Iberian Pen.,12.270,_,_,_,_,_
PC3PE,Gnaphosidae,Drassodes_lapidosus,female,Iberian Pen.,8.670,_,_,_,_,_
PP2PC,Gnaphosidae,Drassodes_lapidosus,female,Iberian Pen.,10.530,4.250,2.920,2.500,2.410,0.920
PP4PC,Gnaphosidae,Drassodes_lapidosus,female,Iberian Pen.,11.870,_,_,_,_,_
PC2PL,Gnaphosidae,Drassodes_lapidosus,female,Iberian Pen.,8.670,_,_,_,_,_
PS1PD,Gnaphosidae,Drassodes_lapidosus,female,Iberian Pen.,_,_,_,_,_,_
